Issue.ID,Number.of.issue.solving.commits.found,Total.additions.made.to.fix.the.issue,Total.deletions.made.to.fix.the.issue,Total.changes.made.to.fix.the.issue,Commits..commit.hashcode..date.of.commit..commit.s.author..number.of.additions.made.by.the.commit..number.of.deletions.made.by.the.commit..number.of.total.changes.made.by.the.commit..approach.used.to.find.the.commit.
2283,1,119,71,190,"(c18dba9fe708ed7c8bd21b6d3df6e8a85146fb9b, 2018-03-17 17:26:37 -0700, Paul Jesse Hellemn, 119, 71, 190, LINK)"
22833,1,5,233,238,"(cf50249bde47b9ad0168ac4d8c142cfe5fffb22c, 2019-07-25 08:51:47 -0700, Thomas Viehmann, 5, 233, 238, LINK)"
22843,1,10,1,11,"(4e5f70089f136d277b3850d4218d4fbaa6976e6a, 2019-07-20 06:14:28 -0700, ngimel, 10, 1, 11, LINK)"
22844,1,17,17,34,"(0ea8e61f0338a08ed5e8476c768970284efcbbf9, 2019-07-16 09:44:50 -0700, HaoTang@descartes, 17, 17, 34, LINK)"
22853,1,118,14,132,"(c7787f7fbf388f9fe326d581726e7ef3f2dce74b, 2020-08-28 06:40:53 -0700, kshitij12345, 118, 14, 132, LINK)"
2286,1,22,1,23,"(d11fc903176e524cd10d7bd72d6ba2cf9caed1a8, 2018-03-26 19:26:09 -0700, mlappelbaum, 22, 1, 23, LINK)"
22963,1,19,1,20,"(329757a9074157b41a4176a4966a5b7582db383c, 2019-08-30 08:51:39 -0700, CamiWilliams, 19, 1, 20, LINK)"
22970,1,10,5,15,"(632aeb034dd57c0586fc3e979e65c362b936396a, 2019-08-22 08:15:01 -0700, Vaibhav Sinha, 10, 5, 15, LINK)"
22992,1,34,13,47,"(22f7c9e31bc652744add515eccfaca9e7080a800, 2019-07-22 07:45:44 -0700, Iurii Zdebskyi, 34, 13, 47, LINK)"
23016,1,1,1,2,"(c9e62f6988c2ac8a6ca6b288621b0df6d26b82b6, 2019-07-23 05:31:38 -0700, Soumith Chintala, 1, 1, 2, LINK)"
2302,1,9,6,15,"(dad57a414b7a3f8b7833161eb207e41942fdbea6, 2018-03-18 17:38:23 -0700, Yangqing Jia, 9, 6, 15, LINK)"
2304,2,21,11,32,"(d6ee58494f816b9784a974c9d5a5c95376a3a55b, 2019-09-24 05:36:12 -0700, Lu Fang, 6, 1, 7, LINK), (e431c982055335a21d1208dea2f1c4622098ed7e, 2018-03-18 18:23:40 -0700, Alexander Sidorov, 15, 10, 25, LINK)"
2305,1,8,2,10,"(3f667176cc53debe1c72638c1697a0a7262dbb05, 2018-03-19 09:32:32 -0700, Paul Jesse Hellemn, 8, 2, 10, LINK)"
23063,1,44,10,54,"(064d156511068035ed486d09342c4258e8479ece, 2019-08-14 21:01:50 -0700, Jie, 44, 10, 54, LINK)"
2307,1,2,1,3,"(bebc3d6aad8cd4b3ff3ccbaf5d8141bc10916df7, 2019-09-17 06:43:15 -0700, Lu Fang, 2, 1, 3, LINK)"
2310,1,2,1,3,"(bebc3d6aad8cd4b3ff3ccbaf5d8141bc10916df7, 2019-09-17 06:43:15 -0700, Lu Fang, 2, 1, 3, LINK)"
2313,1,6,2,8,"(a749bde0b1bdd496b748c68bec86aaa0aa89bc3a, 2018-03-20 01:34:12 -0700, Jongsoo Park, 6, 2, 8, LINK)"
2314,2,201,2,203,"(3cade9cdd4bb809cd1bf94da2baa4f94a6537270, 2020-05-07 20:01:58 -0700, Lu Fang, 3, 2, 5, LINK), (fb77b423f40ed25cd127618a1e5154dfccfadb56, 2018-03-19 16:04:58 -0700, Yan Zhu, 198, 0, 198, LINK)"
23141,1,10,0,10,"(8c07a98adc4d0e8c79e204a3cb31afe7e78d915e, 2020-05-18 14:51:59 -0700, Donna Choi, 10, 0, 10, LINK)"
2315,1,2,1,3,"(bebc3d6aad8cd4b3ff3ccbaf5d8141bc10916df7, 2019-09-17 06:43:15 -0700, Lu Fang, 2, 1, 3, LINK)"
2316,2,8,4,12,"(bebc3d6aad8cd4b3ff3ccbaf5d8141bc10916df7, 2019-09-17 06:43:15 -0700, Lu Fang, 2, 1, 3, LINK), (23631eee5ae484d8397769492b3ea36f9eca282d, 2018-03-19 16:38:55 -0700, Qinqing Zheng, 6, 3, 9, LINK)"
23160,1,1,1,2,"(7b229342ca8bf86ab5f2d9f59d5101b10a7fd79d, 2019-07-23 14:43:09 -0700, Pavel Belevich, 1, 1, 2, LINK)"
2317,1,12,0,12,"(b0fe67aca845df011842a8bfcb8726a2e2dae439, 2018-03-19 22:46:26 -0700, Yinghai Lu, 12, 0, 12, LINK)"
2322,1,7,8,15,"(b43d6162fb766324284b4c1c2d76ce51bd1c8ec4, 2018-03-19 20:46:43 -0700, Yangqing Jia, 7, 8, 15, LINK)"
23231,1,6,0,6,"(1dd4d5556513692bccfc0376ee36b28ce43ac9fc, 2019-07-25 04:38:44 -0700, Gu Jinghui, 6, 0, 6, LINK)"
2324,1,2,1,3,"(cda2f02f891a309f3cbfdb3d5d958047fd6fc522, 2018-03-20 00:13:31 -0700, Lu Fang, 2, 1, 3, LINK)"
2330,1,6,1,7,"(d6ee58494f816b9784a974c9d5a5c95376a3a55b, 2019-09-24 05:36:12 -0700, Lu Fang, 6, 1, 7, LINK)"
23300,1,0,3,3,"(7c383ba4a05a3fe1e6cc1738481a8f14631a0c75, 2019-07-25 11:18:04 -0700, Pieter Noordhuis, 0, 3, 3, LINK)"
2332,1,6,2,8,"(f62d6f057891a404c39a59f3fcc378fac6d34576, 2018-03-20 12:48:10 -0700, Jongsoo Park, 6, 2, 8, LINK)"
2333,1,4,1,5,"(3aa393f7e26aeb68dd2a6dfaee1256c6ff4274c1, 2018-03-21 01:50:16 -0700, Marat Dukhan, 4, 1, 5, LINK)"
2335,1,1,1,2,"(b93f0947a89b97a14b43c7b4ab79cf7a7163756d, 2019-09-24 17:12:27 -0700, Lu Fang, 1, 1, 2, LINK)"
2339,1,7,8,15,"(1c0862c301c4955bd9532dce70088152e424d821, 2018-03-21 17:24:39 -0700, Lu Fang, 7, 8, 15, LINK)"
23393,1,39,23,62,"(7b081e5d1e4670f8b26c8f611c2fff7ac6aada4d, 2019-07-29 22:21:40 -0700, Will Feng, 39, 23, 62, LINK)"
23401,1,52,43,95,"(bb119d957e331a1dbca91fbdf00f298088218e5b, 2019-11-11 07:32:28 -0800, Peter Bell, 52, 43, 95, LINK)"
2343,2,3,2,5,"(b93f0947a89b97a14b43c7b4ab79cf7a7163756d, 2019-09-24 17:12:27 -0700, Lu Fang, 1, 1, 2, LINK), (b1684e9a3a656ffd01aede0499769b37600a9233, 2018-03-21 09:24:06 -0700, Lu Fang, 2, 1, 3, LINK)"
2344,1,3,1,4,"(75a65ffe0fb491da67ea3929fb952fa156f74e48, 2018-03-21 02:41:58 -0400, Marat Dukhan, 3, 1, 4, LINK)"
23453,2,96,14,110,"(756bdcbca4770b6ef5bd08daeeea24927b16a22a, 2019-07-30 17:20:16 -0700, davidriazati, 49, 8, 57, LINK), (52b95fd4beaee2c170d96f0a847bd6d2f17982d1, 2019-07-29 17:46:04 -0700, davidriazati, 47, 6, 53, LINK)"
2348,2,61,44,105,"(8ec041405391d999478d88ca936d0ba5bdf0ea71, 2019-09-27 03:29:55 -0700, Lu Fang, 1, 1, 2, LINK), (611a89c4b63f262f7c81614006b9fbd2d5c6a35f, 2018-03-21 10:29:45 -0700, Yangqing Jia, 60, 43, 103, LINK)"
23480,2,2,2,4,"(cdb032efeaf55ff780d0f592b1dd94ad5e481bbb, 2019-08-07 13:39:25 -0400, gchanan, 1, 1, 2, LINK), (fc82ec298bd9101d8de25b43f8823cdbae894252, 2019-08-07 06:58:02 -0700, Gregory Chanan, 1, 1, 2, LINK)"
2354,1,46,33,79,"(2d03ae2f85ba8a059026dc40caeae291d4bcc889, 2018-03-21 17:05:14 -0700, Yangqing Jia, 46, 33, 79, LINK)"
23545,1,10,1,11,"(9130ab380a4af0c67036ea8fce937156cfd0a8c8, 2019-07-31 09:55:40 -0700, ptrblck, 10, 1, 11, LINK)"
23582,2,81,19,100,"(f8852c947bf527a994002aa04f8e77b78ac75f01, 2019-08-27 18:21:56 -0700, Owen Anderson, 73, 15, 88, LINK), (d9ec37adc4bb493f63d0ab90a0c47df5f4c47075, 2019-08-02 12:29:18 -0700, Owen Anderson, 8, 4, 12, LINK)"
2359,1,1,27,28,"(0ea8964fd61d807d049d84ca924d66fffeee4682, 2018-03-21 16:11:29 -0700, Orion Reblitz-Richardson, 1, 27, 28, LINK)"
23603,1,13,1,14,"(10b1254edd9bcb4d3ab6a47f2bab31edef6485d0, 2019-08-07 09:03:17 -0700, Ojas Ahuja, 13, 1, 14, LINK)"
23607,2,12,2,14,"(ccc7b5c22551c181429da28e07f5526fd6794a45, 2019-08-02 00:14:32 -0400, Tongzhou Wang, 6, 1, 7, LINK), (0a12ff7c5b59cbd47dc865603e45178903f6dfa8, 2019-07-31 19:00:36 -0700, Ailing Zhang, 6, 1, 7, LINK)"
23631,1,22,1,23,"(489cc46686e7e689e7130e78b73fe77a9edac5ed, 2019-08-05 19:25:58 -0700, James Reed, 22, 1, 23, LINK)"
2366,1,115,52,167,"(21918b94e4c4091b98e5d84a840bca92eb2e0d78, 2018-03-22 22:50:27 -0700, Yinghai Lu, 115, 52, 167, LINK)"
2367,1,1,1,2,"(564384fe12ddb4d37b96b90852b7cb94429a62ae, 2019-11-07 12:07:29 -0800, Lu Fang, 1, 1, 2, LINK)"
2369,1,1,1,2,"(8cc9d276476a2793cdc8e073ce4346bd16258cf9, 2019-10-07 14:14:55 -0700, Lu Fang, 1, 1, 2, LINK)"
237,2,49,21,70,"(c96afa3322dc9528c13aa7db0cee3e37c68af7c4, 2018-10-09 11:57:20 -0700, iotamudelta, 45, 17, 62, LINK), (ab5f26545b5c565990b5c81f372a175dda0bd656, 2016-12-13 11:32:42 +0000, Joost van Amersfoort, 4, 4, 8, LINK)"
23731,2,43,12,55,"(b10761d8900af1dc48bee807ab39c80fd4334b79, 2020-02-27 06:56:28 -0800, JeongUkJae, 35, 9, 44, LINK), (e87887ccb42e916cd3397600e5411ff65566e337, 2020-02-03 08:57:20 -0800, Nikolay Novik, 8, 3, 11, LINK)"
2375,1,1,1,2,"(8cc9d276476a2793cdc8e073ce4346bd16258cf9, 2019-10-07 14:14:55 -0700, Lu Fang, 1, 1, 2, LINK)"
2379,1,22,1,23,"(d11fc903176e524cd10d7bd72d6ba2cf9caed1a8, 2018-03-26 19:26:09 -0700, mlappelbaum, 22, 1, 23, LINK)"
23795,2,2,2,4,"(14e75fbdb98a3f748b98f95c5099643501cdc74b, 2020-07-28 08:20:18 -0700, alkad, 1, 2, 3, LINK), (0f5d071d5280737ea73a11e2dd0e1b25caea6ced, 2019-08-07 12:30:37 -0700, Hugo, 1, 0, 1, LINK)"
23815,1,326,70,396,"(bc57967e07ce0c1ad1e0b494373250da245b6921, 2019-10-21 11:26:04 -0700, Igor Fedan, 326, 70, 396, LINK)"
2382,1,23,0,23,"(e35212ebd0e3bbf698ba5efaf63118fdef3fc8ef, 2018-03-22 15:09:54 -0700, Lu Fang, 23, 0, 23, LINK)"
23825,2,124,70,194,"(38b2bc14519bffe5389b492b0e65427edbb78480, 2019-09-16 08:58:50 -0700, Gu Jinghui, 1, 1, 2, LINK), (6ba60ec9b0fa3c5280d35ad77ad20e3fc9887fdc, 2019-08-06 11:11:45 -0700, James Reed, 123, 69, 192, LINK)"
23836,3,249,7,256,"(bc92ce9e0733c2aaae41febf83d196712ca39327, 2019-08-15 08:36:26 -0700, Hong Xu, 7, 7, 14, LINK), (338f9c860fe465787514a1d80d6dffb9d578ee91, 2019-08-15 08:36:26 -0700, Hong Xu, 123, 0, 123, LINK), (1f4c73618cba1048ce08634e5b022f5d924f51e6, 2019-08-15 08:36:26 -0700, Hong Xu, 119, 0, 119, LINK)"
2385,1,1,1,2,"(8cc9d276476a2793cdc8e073ce4346bd16258cf9, 2019-10-07 14:14:55 -0700, Lu Fang, 1, 1, 2, LINK)"
23881,1,0,22,22,"(a0556782a04ab269265e05131f861be76edf556b, 2019-08-09 09:05:19 -0700, Daya Khudia, 0, 22, 22, LINK)"
23882,1,43,17,60,"(e81f29680784bbae53b2354851c4ae4cec84c2a0, 2019-08-09 12:14:40 -0700, Gregory Chanan, 43, 17, 60, LINK)"
23901,2,1380,1382,2762,"(b9a006f947a1708baa118c070f95c8d14b4fdfc4, 2019-08-12 08:05:33 -0700, Pavel Belevich, 690, 691, 1381, LINK), (be4e6aff126108a1e8e4657a5115c0fcc5ed3496, 2019-08-09 08:57:39 -0700, Pavel Belevich, 690, 691, 1381, LINK)"
23915,1,42,44,86,"(d3f6d5885d68d47d38a475d4fc9cf1611c91920c, 2019-08-09 18:18:25 -0700, Mikhail Zolotukhin, 42, 44, 86, LINK)"
23925,1,76,28,104,"(f597ac6efc70431e66d945c16fa12b767989b032, 2020-02-26 10:07:59 -0800, Barak Nehoran, 76, 28, 104, LINK)"
2394,1,0,118,118,"(bbb7c722df9fc502ed5204f1bed60f0f2b5c04c1, 2018-03-22 21:08:05 -0700, bddppq, 0, 118, 118, LINK)"
2396,1,178,53,231,"(810edb615d28468f998f950ffb684b0c4cc93f1e, 2018-03-23 13:25:58 -0700, Yinghai Lu, 178, 53, 231, LINK)"
23965,1,4,253,257,"(bee6344d4eb22c1cf9db2626ffd89c1b04db02e9, 2019-12-12 13:30:46 -0800, Elias Ellison, 4, 253, 257, LINK)"
23986,1,1,6,7,"(dcfc121fd792393205104a9f07fc4ee0da0ced69, 2020-04-16 19:01:46 -0700, Supriya Rao, 1, 6, 7, LINK)"
23993,2,33,20,53,"(bd220b336b74337935a74f35dc74db7713a267b0, 2020-05-05 13:34:45 -0700, Michael Suo, 17, 3, 20, LINK), (4bfa51d40595d41d6bec6d4a9b1ade72adde4ebc, 2020-04-28 23:50:44 -0700, Michael Suo, 16, 17, 33, LINK)"
24000,1,39,1,40,"(d2a8435c08f9d87603d4d9a9179a989b632bc2cb, 2019-08-30 11:32:10 -0700, Elias Ellison, 39, 1, 40, LINK)"
24001,1,0,1,1,"(478c7930658a892b366e84ce46ccf56710206fbe, 2019-08-09 07:44:15 -0700, Stefan Krah, 0, 1, 1, LINK)"
2403,1,1,1,2,"(564384fe12ddb4d37b96b90852b7cb94429a62ae, 2019-11-07 12:07:29 -0800, Lu Fang, 1, 1, 2, LINK)"
24035,1,20,12,32,"(4358cbe01b55673556208ade69287acba64ca19b, 2019-08-19 15:00:36 -0700, Vishwak Srinivasan, 20, 12, 32, LINK)"
24073,1,3,3,6,"(6be24be9ff7c7100e08971ca2031d4b720a139ac, 2019-08-10 14:27:38 -0700, Leo Mao, 3, 3, 6, LINK)"
2411,1,1,1,2,"(204939b40132b9c764e765073b1a4df9ed05b86e, 2019-12-26 21:23:22 -0800, Lu Fang, 1, 1, 2, LINK)"
2413,1,17,4,21,"(f9d02903b7c56360ab8f2e774751b71c19fd7fd9, 2017-08-15 02:46:25 -0400, Sam Gross, 17, 4, 21, LINK)"
24132,5,821,381,1202,"(b01520ac9c23499d1c9ed5f411950a0c6cb54ca9, 2019-09-13 13:50:03 -0700, Sebastian Messmer, 206, 96, 302, LINK), (fcbf93ce4e5ddb3ba03c7fa0e0e6307ad771f6d8, 2019-09-13 00:02:39 -0700, Sebastian Messmer, 206, 96, 302, LINK), (1c1d7c88e8086c9ea573e71d02dcabfda971cded, 2019-09-13 00:02:39 -0700, Sebastian Messmer, 7, 7, 14, LINK), (d55f79d03d7a9faa69f0b643a0bef564387dd09b, 2019-09-12 14:16:33 -0700, Sebastian Messmer, 201, 91, 292, LINK), (ef96139b5801f07b7a16bb005009c38d4fe639b3, 2019-09-12 12:34:04 -0700, Sebastian Messmer, 201, 91, 292, LINK)"
24140,1,21,0,21,"(5fd3251c50ec0b1d6c182dcf705aec18d88edac2, 2019-08-23 15:45:53 -0700, Wanchao Liang, 21, 0, 21, LINK)"
2416,3,648,332,980,"(d11fc903176e524cd10d7bd72d6ba2cf9caed1a8, 2018-03-26 19:26:09 -0700, mlappelbaum, 22, 1, 23, LINK), (a73f9af5ab693826e6d46fbce28c1fd24e81ecfa, 2018-03-23 20:43:43 -0700, Xiaomeng Yang, 607, 326, 933, LINK), (b09d7c890ef78c864ab73c1fd4eaa31a6806ee33, 2017-08-15 10:34:15 -0700, Edward Z. Yang, 19, 5, 24, LINK)"
24164,1,24,17,41,"(e0e5813b72fd3eaa336f3f2c23ca3b2ee708d041, 2019-08-19 16:31:36 -0700, davidriazati, 24, 17, 41, LINK)"
24173,1,42,25,67,"(1f87e823b8c93af0ef5ad19a6270e93533007ffa, 2019-12-11 10:55:45 -0800, David Riazati, 42, 25, 67, LINK)"
24175,1,1,2,3,"(c771d50ca26048647e7bfeb70f597c33769030bc, 2019-08-13 20:30:01 -0700, Orion Reblitz-Richardson, 1, 2, 3, LINK)"
24177,1,207,8,215,"(0cc92de447962ea9fdcaacb2f4101190f1d5cd8c, 2019-08-28 12:38:27 -0700, Meteorix, 207, 8, 215, LINK)"
2418,1,6,1,7,"(674dca0831874314bf34b94f58f3a311708df34a, 2020-02-07 02:16:46 -0800, Lu Fang, 6, 1, 7, LINK)"
24192,1,95,1,96,"(3acbcb96d418bfce434b964eb5cb85e1ba6010e9, 2019-09-27 09:35:29 -0700, Will Feng, 95, 1, 96, LINK)"
24239,1,30,17,47,"(abadf0079fd1a21bb6c311bf3aaa61937936a069, 2019-08-14 11:14:32 -0700, Elias Ellison, 30, 17, 47, LINK)"
24247,7,119,124,243,"(31d2f4e8e81f0441184729ab3473c49e47d512e8, 2019-09-24 13:16:19 -0700, Rohan Varma, 0, 0, 0, LINK), (ed5db23c43b94205cc8bdc558689d1168dd211e1, 2019-09-23 22:18:00 -0700, Rohan Varma, 2, 4, 6, LINK), (8933b916211a5c434de94a6d1f514f3aaaa5a43b, 2019-09-23 22:06:32 -0700, Rohan Varma, 86, 76, 162, LINK), (c7cb865ab1be3426b53d8b474c45755526bc2dfe, 2019-09-23 00:36:03 -0700, Rohan Varma, 5, 5, 10, LINK), (312e124e829451a299d9434ab3ecbf46d8948593, 2019-09-20 15:39:45 -0700, Rohan Varma, 2, 2, 4, LINK), (265c4c7fbb6b97122baf63b574c70f91e33df8b8, 2019-09-20 14:49:24 -0700, Rohan Varma, 2, 2, 4, LINK), (05c86bf56c1d67a67349c58f2900d04c2d67bcb4, 2019-09-20 14:47:02 -0700, Rohan Varma, 22, 35, 57, LINK)"
2425,1,1,1,2,"(564384fe12ddb4d37b96b90852b7cb94429a62ae, 2019-11-07 12:07:29 -0800, Lu Fang, 1, 1, 2, LINK)"
24256,1,89,25,114,"(e8ea44796e168eaac8d4133283439245d886fba5, 2019-08-22 10:15:40 -0700, Elias Ellison, 89, 25, 114, LINK)"
2426,3,47,10,57,"(d11fc903176e524cd10d7bd72d6ba2cf9caed1a8, 2018-03-26 19:26:09 -0700, mlappelbaum, 22, 1, 23, LINK), (1e417e23bce452107d8a160b488153f43533e178, 2018-03-26 13:52:16 -0700, bddppq, 21, 9, 30, LINK), (7310ebb66f07743b126a9bbfc753315161677be0, 2017-08-21 20:04:31 -0700, Zach DeVito, 4, 0, 4, LINK)"
24268,1,2,2,4,"(83bfd76b2f7a9b388537eb00022622d9c6989890, 2019-08-15 11:51:34 -0700, BowenBao, 2, 2, 4, LINK)"
2428,1,4,4,8,"(f393c90cda045881bd5dc5f252c64faa39776609, 2018-03-27 07:48:23 -0700, Paul Jesse Hellemn, 4, 4, 8, LINK)"
2430,1,0,0,0,"(3c577fccf3c7b5630c8fc2e1aa97803cbe499131, 2018-03-27 18:51:50 -0400, Edward Z. Yang, 0, 0, 0, LINK)"
24309,1,38,5,43,"(c845984271a551ac1c61b9eb06a17fb57aafbd7e, 2019-08-29 07:34:10 -0700, Stefan Krah, 38, 5, 43, LINK)"
2435,1,18,18,36,"(9e2001683e6cf8f98971fa667226d319436ac4c7, 2018-03-26 21:07:40 -0700, Orion Reblitz-Richardson, 18, 18, 36, LINK)"
2436,1,11,1,12,"(818171163701eda56498c3e078d3bef682369fa7, 2020-05-08 21:42:58 -0700, Lu Fang, 11, 1, 12, LINK)"
24369,1,28,1,29,"(2e44630d35b652af7aa2ae91b00e5126619ff158, 2019-08-16 13:27:37 -0700, Elias Ellison, 28, 1, 29, LINK)"
24394,1,5,5,10,"(1a74bd407de335019afdcb748a758107092a8019, 2019-08-15 17:25:24 -0700, Zafar Takhirov, 5, 5, 10, LINK)"
24403,1,53,3,56,"(d1e079e2e09fe811a1026d6b1372921a951a4247, 2019-09-03 17:33:08 -0700, vishwakftw, 53, 3, 56, LINK)"
24429,1,232,75,307,"(1d53d0756668ce641e4f109200d9c65b003d05fa, 2019-08-20 21:39:09 -0700, davidriazati, 232, 75, 307, LINK)"
2460,2,6,15,21,"(c34ef1aa2edb4792d7bd0cb3a75d7a68e859212b, 2019-12-10 10:13:15 -0800, Lu Fang, 3, 1, 4, LINK), (d3f92eebeefead9e0d22eab7450f81a240aaf0ab, 2018-03-27 22:44:39 -0700, Yinghai Lu, 3, 14, 17, LINK)"
2462,1,6,0,6,"(5e54d9330f93123306d88176394cdbd258f94615, 2017-08-23 13:18:21 +0200, yogi81, 6, 0, 6, LINK)"
2468,1,3,1,4,"(c34ef1aa2edb4792d7bd0cb3a75d7a68e859212b, 2019-12-10 10:13:15 -0800, Lu Fang, 3, 1, 4, LINK)"
2473,1,3,1,4,"(c34ef1aa2edb4792d7bd0cb3a75d7a68e859212b, 2019-12-10 10:13:15 -0800, Lu Fang, 3, 1, 4, LINK)"
2479,1,0,9,9,"(2ed2624c280bbe0725ae9fc330ee03b9081cbbba, 2018-03-29 14:09:32 -0700, Orion Reblitz-Richardson, 0, 9, 9, LINK)"
24802,5,1271,165,1436,"(40e44c5f0a84ce657c76d0c2b9ac761c84d2aec3, 2020-09-17 14:00:30 -0700, Kurt Mohler, 34, 62, 96, LINK), (28a23fce4ca5b5550df5cb4ef4859677b2a940ef, 2020-09-10 00:30:31 -0700, Kurt Mohler, 51, 28, 79, LINK), (68297eeb1a33a51217f8ad1f76b5d5019e937ee4, 2020-09-05 23:13:03 -0700, Kurt Mohler, 20, 23, 43, LINK), (68b9daa9bf1694bc481c48b5bffdc5100e0c278c, 2020-08-28 18:26:41 -0700, Kurt Mohler, 928, 10, 938, LINK), (206db5c1272a536fc668a1b5822a7de2c4fc5934, 2020-08-01 01:52:06 -0700, Kurt Mohler, 238, 42, 280, LINK)"
24806,1,25,19,44,"(012526dd6bf677fd029e9c27ecb49e401b210d2f, 2019-08-20 14:12:49 -0700, microsheep, 25, 19, 44, LINK)"
24807,1,10,7,17,"(b0afe945a7770ca64da9b8e1065ce0f572dedd49, 2021-03-09 11:28:03 -0800, Philip Meier, 10, 7, 17, LINK)"
2483,1,3,1,4,"(eca84e2532f715b83761df9148ac58d3f4dde70e, 2018-03-30 07:29:55 -0700, Orion Reblitz-Richardson, 3, 1, 4, LINK)"
2484,1,1,1,2,"(3aca8f3b40b4ccc78ac6dcd29b04c9713380dd5f, 2018-03-30 01:05:21 -0700, Svetoslav Kolev, 1, 1, 2, LINK)"
24853,1,15,4,19,"(8edf149f7fd43a04d1a181b8de94500980b88f03, 2019-09-03 17:44:41 -0700, zou3519, 15, 4, 19, LINK)"
24856,2,132,29,161,"(167722d36ede25a865e96a88a828130257da97d7, 2019-09-25 13:46:44 -0700, Basil Hosmer, 126, 26, 152, LINK), (91db62a8bb80675df7c652096d5050cae0e27a3e, 2019-08-28 17:35:46 -0700, Basil Hosmer, 6, 3, 9, LINK)"
2486,2,2,12,14,"(204939b40132b9c764e765073b1a4df9ed05b86e, 2019-12-26 21:23:22 -0800, Lu Fang, 1, 1, 2, LINK), (4da3fa50958a78bc1929bf4fe672689399eb0f8e, 2018-03-29 21:49:33 -0700, bddppq, 1, 11, 12, LINK)"
24861,2,117,14,131,"(0a159b0a3a78a80fb0f9082087a98f87f2dea986, 2020-05-14 08:52:15 -0700, Peter Bell, 91, 11, 102, LINK), (63b1ae69831cd21bc4d6059a5854bc1155a152c9, 2020-05-08 16:44:33 -0700, Xiao Wang, 26, 3, 29, LINK)"
24881,1,8,1,9,"(d33623f7c12b16fd49f74594e0e89ceecb817be9, 2019-08-20 09:20:34 -0700, Max Balandat, 8, 1, 9, LINK)"
2491,1,1,1,2,"(204939b40132b9c764e765073b1a4df9ed05b86e, 2019-12-26 21:23:22 -0800, Lu Fang, 1, 1, 2, LINK)"
24933,1,259,457,716,"(8cb05e72c69fdd837548419770f3f1ba9807c16d, 2020-01-29 12:56:43 -0800, Kurt Mohler, 259, 457, 716, LINK)"
24962,1,1,1,2,"(c84dfa8fa347824ec16e4e0acc9c9f8da92c418d, 2019-08-29 08:15:35 -0700, Zayd Hammoudeh, 1, 1, 2, LINK)"
24968,1,14,7,21,"(f583f2e657f3edea03009df3742d69fb14894925, 2019-08-23 08:54:16 -0700, Mads R. B. Kristensen, 14, 7, 21, LINK)"
24987,1,54,20,74,"(43c4b9f2a59e3ab4478508e8f12db9609f35c3b5, 2019-08-28 17:12:28 -0700, davidriazati, 54, 20, 74, LINK)"
25,1,467,97,564,"(5e6fcd02b5d5db9c2bb9e4bfce7e5774aae67825, 2016-11-27 11:43:13 +0100, Janusz Marcinkiewicz, 467, 97, 564, LINK)"
2500,1,3,2,5,"(f6f1e0aef59350df466495b4c35e2905b537eff8, 2020-01-14 15:17:37 -0800, Lu Fang, 3, 2, 5, LINK)"
25016,4,545,42,587,"(7101f6b5c0578debfe9d4bc7a7194160f62a04f0, 2020-02-03 09:00:44 -0800, Hong Xu, 59, 6, 65, LINK), (1c017f0c14c91bd5125ab387a90441b0c0e2f3ad, 2020-01-22 09:01:33 -0800, Hong Xu, 130, 12, 142, LINK), (1578a286925b7967fc5405abd8e386ead55e4344, 2019-12-05 09:53:21 -0800, Hong Xu, 178, 12, 190, LINK), (28741eaeecc37d773c230c3190f3cdeec84468e0, 2019-12-04 12:58:29 -0800, Hong Xu, 178, 12, 190, LINK)"
2504,1,6,1,7,"(674dca0831874314bf34b94f58f3a311708df34a, 2020-02-07 02:16:46 -0800, Lu Fang, 6, 1, 7, LINK)"
25067,1,13,12,25,"(efe808b326b9d1c2a6979bc7831cf06a9c05ec20, 2019-08-28 20:45:56 -0700, davidriazati, 13, 12, 25, LINK)"
25086,1,7,2,9,"(ab38059bc7174e08fd08a021a61a13dfa71ef5f4, 2019-08-23 13:12:51 -0700, Elias Ellison, 7, 2, 9, LINK)"
25097,1,1,0,1,"(44a7879b6efbea28e5a9d4ba841c5763cd4674cb, 2019-08-27 09:07:59 -0700, Edward Yang, 1, 0, 1, LINK)"
251,1,35,15,50,"(2fc3c19a24616d20f71e099a467ad5ad2bd5e947, 2016-04-17 01:33:48 +0800, Kaiyu Yang, 35, 15, 50, LINK)"
2510,1,3,2,5,"(f6f1e0aef59350df466495b4c35e2905b537eff8, 2020-01-14 15:17:37 -0800, Lu Fang, 3, 2, 5, LINK)"
25101,1,1,1,2,"(38b2bc14519bffe5389b492b0e65427edbb78480, 2019-09-16 08:58:50 -0700, Gu Jinghui, 1, 1, 2, LINK)"
2517,1,81,13,94,"(b17dfa07baf48058d429b1095a47c0471759908f, 2017-09-20 15:28:37 -0700, Edward Z. Yang, 81, 13, 94, LINK)"
25172,1,8,3,11,"(36bdde255e09c26ce5de417fd3a50c44a73e1815, 2019-09-09 19:20:45 -0700, vishwakftw, 8, 3, 11, LINK)"
25186,1,114,104,218,"(b9bf91feb8e866e030aacfaa9ad4fa9e0a5c84df, 2019-09-11 12:08:00 -0700, jiayisun, 114, 104, 218, LINK)"
2519,1,3,2,5,"(f6f1e0aef59350df466495b4c35e2905b537eff8, 2020-01-14 15:17:37 -0800, Lu Fang, 3, 2, 5, LINK)"
