Issue.ID,Number.of.issue.solving.commits.found,Total.additions.made.to.fix.the.issue,Total.deletions.made.to.fix.the.issue,Total.changes.made.to.fix.the.issue,Commits..commit.hashcode..date.of.commit..commit.s.author..number.of.additions.made.by.the.commit..number.of.deletions.made.by.the.commit..number.of.total.changes.made.by.the.commit..approach.used.to.find.the.commit.
19657,2,30,1,31,"(15ee5980a5873fd4c975d835e813b9377cb79f7d, 2018-06-12 07:42:40 -0700, Asim Shankar, 14, 0, 14, LINK), (2bf2799ee80791107d4fe587ff9b6c7cf6c8b418, 2018-06-07 16:49:27 -0700, Asim Shankar, 16, 1, 17, LINK)"
19671,1,81,18,99,"(abdbe6ee3d81d22d70e0181cea2a3bb261f7c09f, 2019-01-04 16:31:04 -0800, Gaurav Jain, 81, 18, 99, LINK)"
19735,1,1,0,1,"(f4f92acbcd0994299882260fe4f4896385e6bff9, 2018-06-11 14:59:42 -0700, Suharsh Sivakumar, 1, 0, 1, LINK)"
198,2,140,6,146,"(55b19ed22ee236f740390c48b5eb5da025077cfd, 2019-10-24 18:40:38 -0700, Denis Khalikov, 41, 3, 44, LINK), (be96aca40be973ef672a3239ff5a9083ed11b48f, 2019-10-24 18:40:38 -0700, Denis Khalikov, 99, 3, 102, LINK)"
19858,1,11,1,12,"(cb2da309d3ae973158d15c337c011131eab9eb4f, 2018-06-14 00:31:07 +0200, Vincent, 11, 1, 12, LINK)"
19910,1,31,0,31,"(b1aa509588abdf97bd45f51fbce85169fba51b3b, 2018-06-17 20:32:54 +0000, Yong Tang, 31, 0, 31, REGEX)"
19924,1,11,0,11,"(4b5f4a540fad9142288012591799c39fd590242b, 2018-06-13 17:07:13 +0200, Emanuele Ballarin, 11, 0, 11, LINK)"
19935,1,1,1,2,"(422158776bcd9ffbde485610fdd3af498a2d5669, 2018-09-17 09:43:24 -0700, Gunhan Gulsoy, 1, 1, 2, LINK)"
19945,2,31,9,40,"(7b76deb752afb8c80789a7b7d93a333ce2056ca4, 2019-02-08 16:45:21 -0500, Jongwook Choi, 1, 0, 1, LINK), (4e652775bb5bd315d709394316112f3ac06b4ab1, 2018-07-16 14:47:45 -0700, Alexandre Passos, 30, 9, 39, LINK)"
2,24,43254,8628,51882,"(e8e849c202b2cb72a067a954e00c9659a4bde21f, 2021-01-26 09:03:57 -0800, Fergus Henderson, 124, 0, 124, LINK), (746817af146e65e1e7ebca3a893cb217a4bec938, 2021-01-05 13:37:31 -0800, Advait Jain, 13, 8, 21, LINK), (627a032dc2c9f5e18b4264ed5717a97b7f981df0, 2020-12-11 13:15:36 -0800, Fergus Henderson, 56, 51, 107, LINK), (2d529fbf9de3678ec85bdaebf6ff321b49288522, 2020-05-07 16:31:22 -0400, Andrew Cavanaugh, 123, 0, 123, LINK), (9dadbb283d04d8df54fad48e9faee7a51b769098, 2020-03-26 16:26:08 -0700, Jingyue Wu, 167, 23, 190, LINK), (2396abddcf6a51d5b1a59530150df03816e99ade, 2020-01-31 17:22:32 +0900, Frédéric Rechtenstein, 33, 5, 38, LINK), (55bb36ff211d5c9807255dff7b0899068c5df082, 2019-09-09 14:52:58 -0700, Anudhyan Boral, 34, 9, 43, LINK), (522ddb018c86d57785ff0d39c8565bed69183e0f, 2019-08-01 17:11:49 +0100, Anthony Barbier, 12, 13, 25, LINK), (8ca02e0fd561ea570b4c596259579cf89fe370bb, 2019-07-31 11:10:17 -0700, Denis Khalikov, 178, 1, 179, LINK), (4ca0e2c71a954ac97ac9aaffdf0e9e8b6469e50a, 2019-07-31 11:10:17 -0700, Denis Khalikov, 263, 1, 264, LINK), (6982da07f34a6cf8dd94ae55903cf895782e6449, 2019-06-17 18:16:57 -0700, Frank Chen, 1, 1, 2, LINK), (2303b8eeeb9637f1f7b721e80f23209ff70643c0, 2018-10-30 17:43:06 -0700, Uday Bondhugula, 299, 23, 322, LINK), (fb910a6dfbbcc53c48fc5d953c92ad55613d7653, 2018-10-25 22:04:35 -0700, Chris Lattner, 48, 12, 60, LINK), (b32297eaa1976ed74e52c3eea698dcf1c8ff4392, 2019-02-21 14:51:06 -0800, A. Unique TensorFlower, 11, 5, 16, LINK), (643488bac46bb70db5f98819d596036db7cac309, 2019-01-12 22:20:49 -0800, 1e100, 419, 5, 424, LINK), (712bbc5d7babd523951445f361f0e339061cd259, 2018-04-20 11:24:53 -0700, Akshay Modi, 389, 135, 524, LINK), (7946a0b1d9998cc54cb952d538668883d3fd8181, 2018-02-03 22:02:53 -0800, Jonathan Hseu, 0, 4, 4, LINK), (0662ba4a230055ca379fbde5526e7435a762f0b1, 2018-02-03 22:02:53 -0800, Jonathan Hseu, 0, 4, 4, LINK), (c8535f36d127a2b2c80241d49546326db5d9a1fd, 2017-09-18 11:14:20 -0700, Joel Hestness, 2869, 1, 2870, LINK), (cf7c008ab150ac8e5edb3ed053d38b2919699796, 2017-06-28 11:07:44 -0700, Yifei Feng, 35256, 8213, 43469, LINK), (3faa4d2d9672fb6f8ba8f80a0df45dabeb5a3382, 2017-06-26 10:16:32 -0700, A. Unique TensorFlower, 2, 0, 2, LINK), (dd40e9840da886c2a8b296146c709907c0dd3d85, 2017-04-19 16:11:23 -0700, Jun Shi, 2775, 8, 2783, LINK), (052e207e4f1076ac6b7464c01a67ecf4f986766d, 2017-03-30 11:35:17 -0800, Eugene Brevdo, 29, 71, 100, LINK), (5e2cef7155fea04469578e48123ec6925e998c2f, 2017-03-27 08:47:18 -0800, Alexandre Passos, 153, 35, 188, LINK)"
20013,1,12,1,13,"(7462a25a2aed29f63ed3a047aec4ff363d8b6aad, 2018-07-02 09:44:57 -0500, William D. Irons, 12, 1, 13, LINK)"
20014,1,65,35,100,"(6d1603622b1c3b25de0a8d342714fed271308a47, 2018-06-16 12:23:23 -0700, Brennan Saeta, 65, 35, 100, LINK)"
20021,1,94,42,136,"(4d8a66c5b29428b709f4f54b566a44902ea8173e, 2018-06-15 16:26:35 -0700, Asim Shankar, 94, 42, 136, LINK)"
20160,1,299,32,331,"(901d82d736988e8dbc47385cfde1d97cdc69ba26, 2018-06-28 14:23:38 -0700, Shanqing Cai, 299, 32, 331, LINK)"
20170,1,19,16,35,"(d932155363d6ded97dda38ce799168d27566978b, 2018-06-21 22:05:47 -0700, Yong Tang, 19, 16, 35, REGEX)"
20199,1,67,55,122,"(bf64fc285e88d36bb82f80757c4a1afd722347e0, 2018-08-14 15:35:12 +0000, Yong Tang, 67, 55, 122, REGEX)"
20200,1,1,1,2,"(5dae09703ef63956071c4e753b5d29cb03b668e9, 2018-06-21 20:34:29 +0000, Yong Tang, 1, 1, 2, REGEX)"
2021,1,119,80,199,"(14ac2235699509f512b44b71160239c153ab413d, 2016-05-26 15:20:44 -0700, David Z. Chen, 119, 80, 199, LINK)"
20231,1,4,2,6,"(7df94b6013941b18704601198e594350c219a3b6, 2018-06-27 20:34:42 -0700, Yong Tang, 4, 2, 6, REGEX)"
20233,1,1,1,2,"(19bceac39caa4c629f4c1c29765f42c61a0bad76, 2018-06-23 19:26:41 +0000, Yong Tang, 1, 1, 2, REGEX)"
20243,1,1,1,2,"(d2e3711f2931dd26c8716f5a229e2cb14781afde, 2018-06-23 17:03:38 +0000, Yong Tang, 1, 1, 2, REGEX)"
20258,1,2,2,4,"(1c05652f9503dc42f3be52be130a8668301efb1d, 2018-06-24 17:12:42 +0000, Yong Tang, 2, 2, 4, REGEX)"
20265,1,77,1,78,"(a6cca570d5155f83123f2f34c8e2493d8b80d045, 2018-06-29 13:07:21 -0700, Derek Murray, 77, 1, 78, LINK)"
20270,2,2,2,4,"(caa3cf804b212fe6908e389b423f10e8c17d7537, 2018-06-26 15:05:30 -0700, Asim Shankar, 1, 1, 2, LINK), (4529bcf62a275a50a59020e637f13a93ba4f7e6c, 2018-06-26 15:05:30 -0700, Asim Shankar, 1, 1, 2, LINK)"
20276,1,1,1,2,"(a46ade7ed085493a81c9cde7d3d2480f4c5e74ac, 2018-06-25 15:43:10 +0000, Yong Tang, 1, 1, 2, REGEX)"
2034,1,4,0,4,"(be092f47e0072645116a64496f7fa654ed708624, 2016-04-30 14:34:54 -0500, Stephen Roller, 4, 0, 4, LINK)"
20347,1,69,1,70,"(92f13f24d95360806c31983877f556834d155cbb, 2018-07-02 15:06:53 -0700, Asim Shankar, 69, 1, 70, LINK)"
204,2,14,2,16,"(c942bcec6c28964700bf0223ee660efbf2583eb2, 2019-11-07 10:26:51 -0800, Uday Bondhugula, 4, 1, 5, LINK), (13ed2e4500da132e6174832e5d8f26b00e356c93, 2019-11-07 10:26:51 -0800, Uday Bondhugula, 10, 1, 11, LINK)"
2040,1,50,17,67,"(32fa42a98eb751ee05827535ac47535312b7fa76, 2016-05-24 13:05:45 -0400, Kristina, 50, 17, 67, LINK)"
20428,1,1,1,2,"(f7d27bc67e5d89e5f4bb6d6a0a198c28fa8af46f, 2018-08-30 17:17:23 +0900, Sangjung Woo, 1, 1, 2, LINK)"
20451,2,129,30,159,"(03e10b0b485fca75ebd476201fa49c7f3b86bfa3, 2018-08-09 17:01:57 -0700, A. Unique TensorFlower, 79, 11, 90, LINK), (4963bcf071dea91bb1fca38d1c281d9d76a7dfa3, 2018-08-01 13:34:55 -0700, A. Unique TensorFlower, 50, 19, 69, LINK)"
20453,1,3,0,3,"(9281603eeb149942952e3d8b35c2a121bbaa045e, 2018-07-01 15:08:07 +0200, Paul Woitaschek, 3, 0, 3, LINK)"
2051,1,3,0,3,"(52500e395d526ac932a6de46ecec1ad45082f43c, 2016-04-21 10:06:38 -0800, Yaroslav Bulatov, 3, 0, 3, LINK)"
20516,1,6,3,9,"(f46627f9ed9cd41b5a1ad9cebbdd4c240846c4e0, 2018-07-03 11:29:31 -0700, Allen Lavoie, 6, 3, 9, LINK)"
20551,1,1,0,1,"(911b141ac83ad5cd8ca1c4541b934c185c9c46ec, 2018-07-05 03:13:46 +0000, Yong Tang, 1, 0, 1, REGEX)"
20626,1,107,58,165,"(6e26dde0d193a8d21909b7b6c32953fae375093e, 2018-08-22 15:56:21 -0700, Shivani Agrawal, 107, 58, 165, LINK)"
2063,2,34,9,43,"(c38157c7cccf4c06e4d0d3f1f72ed490798dcfe5, 2016-04-27 15:57:37 -0700, Illia Polosukhin, 31, 6, 37, LINK), (1e53ba6142fbc750c6d36cf320ad69a91bc25eb8, 2016-04-25 16:53:43 -0700, Illia Polosukhin, 3, 3, 6, LINK)"
20630,1,2,2,4,"(cdf896dcb7cd2b37016893a49861afc073973021, 2018-07-10 16:47:06 -0700, Asim Shankar, 2, 2, 4, LINK)"
2066,1,13,12,25,"(41a79f6bcc46cf7030e7125470f769707d687ff5, 2016-04-27 11:38:35 -0700, zhengxq, 13, 12, 25, REGEX)"
20701,1,29,5,34,"(fd04b76337f9f65c5a2ce35a4f7336a25511435b, 2018-07-16 10:15:40 -0700, Akshay Modi, 29, 5, 34, LINK)"
20722,1,1,1,2,"(954c5a95783740cf4b65f6f806dd1fb2e07d3f62, 2018-07-12 03:29:08 +0000, Yong Tang, 1, 1, 2, REGEX)"
20751,1,9,1,10,"(2bd9b11055c2ca5120a1ab94c3d6d94ee63c6215, 2018-07-13 06:00:25 +0000, Yong Tang, 9, 1, 10, REGEX)"
2076,1,237,43,280,"(6e492242317c6940f0d7fd8948b14c9d38245cbc, 2017-01-20 18:13:43 -0800, Viacheslav Kovalevskyi, 237, 43, 280, LINK)"
2077,1,88,15,103,"(a522cb3b03657b1b373ff09c9205d931adb06589, 2016-06-10 21:05:22 -0800, Yuan Yu, 88, 15, 103, LINK)"
20776,1,2,1,3,"(a398d1c1a47ad58ab642dc70d1d281f5b77b07de, 2018-07-14 23:22:31 +0000, Yong Tang, 2, 1, 3, REGEX)"
208,2,952,175,1127,"(57d9aab1c9be6b143a9a4ee462d594f2b259a8ef, 2019-10-30 14:41:26 -0700, Denis Khalikov, 564, 98, 662, LINK), (e7df2c27d8f2956b7ecd18824642bcc555f4da29, 2019-10-30 14:41:26 -0700, Denis Khalikov, 388, 77, 465, LINK)"
20828,1,0,18,18,"(462c89516787db45e5c70bc3c4b893a3df02e6ef, 2018-08-31 15:46:45 -0700, Jared Duke, 0, 18, 18, LINK)"
2083,2,111,81,192,"(69d67717f7b3da135b8904822838823658da183f, 2016-09-17 01:17:20 +0200, Kirill Bobyrev, 89, 62, 151, LINK), (35a93495f17dcd852117646e860983f2c9ee6784, 2016-04-29 08:15:47 +0800, Wenjian Huang, 22, 19, 41, LINK)"
20869,1,16,0,16,"(da12c366bd55cd797e433f78034d3848736ebe6f, 2018-07-19 08:09:45 -0700, A. Unique TensorFlower, 16, 0, 16, LINK)"
20913,1,107,86,193,"(d034768fa9454208c7c7c24666b70ef66f5c1f46, 2018-09-06 11:22:20 -0700, Mark Daoust, 107, 86, 193, LINK)"
20914,1,24,1,25,"(8f130ff5b021efb94946ed9deb1341890763fd3f, 2018-07-19 15:58:10 -0700, A. Unique TensorFlower, 24, 1, 25, LINK)"
20926,1,26,0,26,"(b462815ccc279c79a5592a0a2d4492718da02c5d, 2018-07-18 08:31:46 -0700, KB Sriram, 26, 0, 26, LINK)"
20930,1,616,124,740,"(88419b996b1f1ea980e70e9f99f71c6f3bb3412d, 2019-08-02 14:29:59 -0700, Jiri Simsa, 616, 124, 740, LINK)"
20983,1,71,37,108,"(29831cdce5beb9082940c140aaab735888626dfd, 2018-07-21 17:49:05 -0700, Shaba Abhiram, 71, 37, 108, LINK)"
2099,1,51,16,67,"(379df09118ddfdbad19375d6d853254312ccf1ae, 2016-06-30 14:00:39 -0800, A. Unique TensorFlower, 51, 16, 67, LINK)"
21,1,46,21,67,"(fcf71a20453823c5a1a8f9d2b038868f952c5e66, 2017-03-16 16:08:30 -0700, Alexander Heinecke, 46, 21, 67, LINK)"
21041,1,64,41,105,"(f045accebe1b26c7dbd7312e350bc751648e7042, 2018-08-03 15:25:56 -0700, Yu-Cheng Ling, 64, 41, 105, LINK)"
21136,1,97,14,111,"(0cffe2dba0c2000a8c719c2ed499a3ee72d6a2b6, 2018-08-17 04:07:15 -0700, A. Unique TensorFlower, 97, 14, 111, LINK)"
21164,1,4,1,5,"(ce9e5b035b32ef02cd7d10f6ffdd27cc2a75664d, 2018-09-01 01:40:41 +0000, Yong Tang, 4, 1, 5, REGEX)"
21180,1,431,305,736,"(77fabbeabb5b9061d8c606050c1ea79aec990c03, 2018-08-14 11:22:19 -0700, Priya Gupta, 431, 305, 736, LINK)"
21237,1,44,2,46,"(e9c0dcd7345d37a1b0580b742d59fb664f829f00, 2018-07-31 11:04:37 -0700, Xuechen Li, 44, 2, 46, LINK)"
21277,1,5,0,5,"(8cd2d6fe9389e93a4182ae9287f2f8325913fe6c, 2018-08-01 14:31:15 -0700, Derek Murray, 5, 0, 5, LINK)"
2133,1,0,13,13,"(93031628fe79698201d54ef24a409112c5541694, 2016-04-28 09:02:51 -0800, Martin Wicke, 0, 13, 13, LINK)"
2134,2,45,22,67,"(cb92c9b87392a373f66d2b662ff6e50d4b57551c, 2020-04-14 20:50:12 +0000, Yong Tang, 16, 11, 27, REGEX), (3303168ed6d2e93e46d7ca7fc908aa5084d3f299, 2017-09-18 06:18:53 -0700, Yong Tang, 29, 11, 40, REGEX)"
21344,1,5,3,8,"(97e28831cb3a86d8cf6644b0767df96e818725fa, 2018-08-03 10:09:40 -0700, Asim Shankar, 5, 3, 8, LINK)"
21380,1,1,1,2,"(fd7c6bd68d9c333b457b3692eef102088fbb5874, 2018-08-04 20:31:10 +0000, Yong Tang, 1, 1, 2, REGEX)"
21384,1,7,9,16,"(923f1078e9798014b8e9d925b7d473f6e90e5745, 2018-08-04 19:42:08 +0100, Aurelien Geron, 7, 9, 16, LINK)"
21405,1,189,19,208,"(c966b5eed60a570f2121cb84ddb4ece84c413719, 2018-10-05 15:08:18 -0700, A. Unique TensorFlower, 189, 19, 208, LINK)"
21412,1,431,305,736,"(77fabbeabb5b9061d8c606050c1ea79aec990c03, 2018-08-14 11:22:19 -0700, Priya Gupta, 431, 305, 736, LINK)"
21434,1,1,1,2,"(799db6e589380179c7ef07ba35ddda0e0a636fb3, 2018-08-07 12:32:19 +0000, Yong Tang, 1, 1, 2, REGEX)"
21435,1,2,2,4,"(55656e37f1d5f111faf59b3b94229178c49eab56, 2018-08-07 12:47:42 +0000, Yong Tang, 2, 2, 4, REGEX)"
215,2,706,24,730,"(0c854ec542f9d7fc6bc89b457bf5fda168d92be9, 2019-11-08 11:05:32 -0800, Denis Khalikov, 296, 12, 308, LINK), (126a5ba3b7aa7c0dde9b0df45eb2c41723655027, 2019-11-08 11:05:32 -0800, Denis Khalikov, 410, 12, 422, LINK)"
21525,1,2,2,4,"(6674929c07330bbbe06be03bfd4f8a011cecefc7, 2018-08-10 04:21:54 +0000, Yong Tang, 2, 2, 4, REGEX)"
2154,1,18,4,22,"(67fdaa461c8d0234cc4a8f39d63074fa9bfeef50, 2016-08-25 13:38:16 -0800, Derek Murray, 18, 4, 22, LINK)"
21549,1,15,4,19,"(2c01024d36490ce4c98b80a8d1d6bc706fdc1a3d, 2019-03-10 01:22:15 +0000, Yong Tang, 15, 4, 19, REGEX)"
2159,1,8,7,15,"(2c3c49bb6a1a2f3a9ebcf0b9f48cf8988197f718, 2016-04-29 10:12:27 -0800, A. Unique TensorFlower, 8, 7, 15, LINK)"
2163,2,375,92,467,"(1ed0e764c8ca84d45823f2fd172dc8d40f89e3e2, 2016-05-03 15:32:45 -0800, Geoffrey Irving, 256, 87, 343, LINK), (7233ae61b0e6deb896dd432764e9c0efae340791, 2016-05-02 12:06:47 -0800, Geoffrey Irving, 119, 5, 124, LINK)"
2166,1,24,5,29,"(46538d2b1fd63a2433633b860823535e79861c96, 2016-05-05 10:46:02 -0800, Sherry Moore, 24, 5, 29, REGEX)"
21696,1,5,5,10,"(8c3457521f719736a7ac109bf7debbedd7fe4584, 2018-08-19 20:48:25 +0000, Yong Tang, 5, 5, 10, REGEX)"
21719,1,1,1,2,"(76c4853b50f201b4a809ac66746c798e049b294c, 2018-09-30 20:03:29 -0700, Gunhan Gulsoy, 1, 1, 2, LINK)"
21735,1,9,0,9,"(c7458c97a5f752a2ae79da4cba04ced0dbcb76df, 2018-09-14 10:26:11 -0700, Martin Wicke, 9, 0, 9, LINK)"
21756,1,5,5,10,"(a3ef08178f406cc3e7e4e18434b452e5059f725e, 2018-08-31 17:21:22 -0700, Alexandre Passos, 5, 5, 10, LINK)"
21762,2,8,8,16,"(0d4cb43a540f08cb73c00fac662c961e4154ac32, 2018-09-14 17:29:46 -0700, James Qin, 4, 4, 8, LINK), (cf7373be08a5d745b52d95f2d62e2ccc919ad748, 2018-09-01 00:36:45 +0530, coder3101, 4, 4, 8, LINK)"
21817,1,26,2,28,"(6995d2b9be0e398f11a17348eb5b4745aee0af0d, 2018-09-12 08:42:02 -0700, Jared Duke, 26, 2, 28, LINK)"
21833,1,4,1,5,"(476f65230982842fdd7fabe2ed8d80ee719c20dc, 2018-08-27 13:29:52 -0500, William D. Irons, 4, 1, 5, LINK)"
2188,1,156,14,170,"(f5a282fc259255a90022d927aa02c24a2ea1f119, 2016-05-23 10:24:10 -0800, Shanqing Cai, 156, 14, 170, LINK)"
21898,1,3,1,4,"(46288142246f2d5130e7c3ba5787f616d53e53a9, 2018-11-30 19:42:36 -0500, Joe Quadrino, 3, 1, 4, LINK)"
21909,1,0,622,622,"(ad27440a79c30a53f9fd2a3171a2c2da6ff37820, 2018-09-25 15:04:25 -0700, Alexey Radul, 0, 622, 622, LINK)"
21932,1,2,0,2,"(b4f262cb402bdbdae994be6f87a7735ccfb8ef4f, 2018-10-19 13:32:19 -0700, Jared Duke, 2, 0, 2, LINK)"
21964,1,6,0,6,"(2b9d7d2227061329ddce9c453b4cae58d24ebc90, 2018-11-28 02:40:59 +0000, Yong Tang, 6, 0, 6, REGEX)"
21999,1,1,1,2,"(c67ded664a20f27b4e90020bf76a097b462182b1, 2018-09-01 06:26:02 +0000, Yong Tang, 1, 1, 2, REGEX)"
22013,1,16,2,18,"(85f4f6b7ced7afab7e77e65c2b21448cfbf2d6f2, 2018-10-12 13:11:06 -0700, Eugene Brevdo, 16, 2, 18, LINK)"
22030,1,145,73,218,"(d3458112ad5a1612ec6c77f7de4a0e0ec801e882, 2018-09-13 14:18:16 -0700, Rachel Lim, 145, 73, 218, LINK)"
22042,1,38,9,47,"(a1b64cf2a6a995ffaaf384cf8643221f1c27db48, 2018-09-19 10:49:11 -0700, Alexandre Passos, 38, 9, 47, LINK)"
22048,1,13,2,15,"(6d25ff7a641772ccbe508d5df200aeddc101c028, 2018-09-07 13:18:43 -0700, Alexandre Passos, 13, 2, 15, LINK)"
22054,1,7,0,7,"(3445242ac138d4d5aa9b346e17cd47ebf23770a5, 2018-09-07 23:39:53 +0000, Yong Tang, 7, 0, 7, REGEX)"
22071,2,18,0,18,"(bb7509d4af3b8412dd5da2d01dc0ecbcecd5e5e0, 2019-08-26 20:16:52 -0700, Yuxin Wu, 1, 0, 1, LINK), (3ca6a66a4cc624e9bbac73f3fe30e39feaf4c2c7, 2019-07-10 14:32:42 -0400, Qingqing Cao, 17, 0, 17, LINK)"
22110,1,1,1,2,"(2007f9752e116c46cb82c08a54f5c5e711a7c59d, 2018-09-07 03:44:47 +0000, Yong Tang, 1, 1, 2, REGEX)"
22115,1,3,0,3,"(e3654a3cb4e26c26409aeeb9e127e3addcb14cee, 2018-09-06 19:20:11 +0000, Yong Tang, 3, 0, 3, REGEX)"
22123,1,46,41,87,"(fc44600e5c3ccf1de1e3d4792a00d3578311d3f6, 2018-11-12 08:41:34 -0800, A. Unique TensorFlower, 46, 41, 87, LINK)"
22130,1,3,2,5,"(a12b8c4afdca3ac2945d62b3b83ca2599ab360f9, 2018-09-16 18:39:50 -0400, Keno Fischer, 3, 2, 5, LINK)"
22167,1,4,0,4,"(ca1636667dbfc7eeb35545f150916751742b5cd2, 2018-11-06 14:30:50 -0800, Pulkit Bhuwalka, 4, 0, 4, LINK)"
22186,1,1,2,3,"(90876942a3f4403ebae7d1c9223c241e006eeaaa, 2018-09-12 15:18:20 -0700, A. Unique TensorFlower, 1, 2, 3, LINK)"
22274,1,9,0,9,"(5d51afdfec8c6a96d48457d4678e2835100577a6, 2018-09-18 13:17:07 +0800, Bairen Yi, 9, 0, 9, LINK)"
22295,1,1,2,3,"(297fafbe9464372e1641c0f376f47569a23aeffa, 2018-09-17 00:41:07 +0000, Yong Tang, 1, 2, 3, REGEX)"
223,1,2,2,4,"(fa12ec1184bf74db49f95b13ddbcdd4eceb392ba, 2019-11-05 17:41:29 -0800, Roberto Rosmaninho, 2, 2, 4, LINK)"
22310,1,1,1,2,"(2cb119b81fd08a1e680a2b44ff68c0a8c76eb017, 2018-09-18 10:40:54 +0800, Koan-Sin Tan, 1, 1, 2, LINK)"
2233,1,1860,19,1879,"(6ba4995be6372d1ca5e01eae649c1d8750b65857, 2016-06-03 13:33:40 -0800, Derek Murray, 1860, 19, 1879, LINK)"
22372,1,3,1,4,"(ec6407526c28353c9a0aca5c471681e7d8d4f981, 2018-09-20 14:14:02 +0000, Yong Tang, 3, 1, 4, REGEX)"
22383,1,62,11,73,"(2e21bcf118a549a65c9a6d036fa06eba0f2346e2, 2018-11-15 11:21:10 -0800, A. Unique TensorFlower, 62, 11, 73, LINK)"
22390,2,48,0,48,"(da61525e1eca27c73c83547df973602e2b35a943, 2018-12-03 09:45:27 -0800, A. Unique TensorFlower, 1, 0, 1, LINK), (77e2686a2958eb76e0164828d5d536b86c72464b, 2018-09-27 06:19:58 -0700, A. Unique TensorFlower, 47, 0, 47, LINK)"
2243,1,2,0,2,"(5beae0639fac19ccc19a1399982b2c2e92fe31f1, 2016-05-06 10:45:44 +0200, Kashif Rasul, 2, 0, 2, LINK)"
22452,1,4,1,5,"(92942b794c387c56a1ee21e6103be0814e4b0c95, 2018-10-24 17:37:15 -0700, Mark Daoust, 4, 1, 5, LINK)"
22470,1,2,1,3,"(c475edf9513d6bceae992775869fb9dd0b2c848a, 2018-09-24 05:43:36 +0000, Yong Tang, 2, 1, 3, REGEX)"
2248,1,6,2,8,"(548b3a416b54e5c07c762ff269178c30c1e60241, 2016-12-15 23:19:29 +0100, Yun Peng, 6, 2, 8, LINK)"
22499,1,1,1,2,"(bd2524f16f3722cce2360ec5f7122c6b6f1ead49, 2018-09-26 13:23:14 +0800, Koan-Sin Tan, 1, 1, 2, LINK)"
225,1,422,20,442,"(ce2c67ceb1011a591f33d8a31d72f054b665efbe, 2019-12-18 09:59:37 -0800, Uday Bondhugula, 422, 20, 442, LINK)"
2255,1,62,51,113,"(3a98d5ad30165f4f96be4993fe563d9b2eaf6b10, 2016-05-29 21:29:40 +0100, Igor Babuschkin, 62, 51, 113, LINK)"
22611,1,1,1,2,"(97d515273a1e86a861cdfb338671a42b3b1126a7, 2018-10-02 07:34:40 -0700, Peter Hawkins, 1, 1, 2, LINK)"
227,1,4,4,8,"(e5cc12f923f223cb7b8e976fbd8e5c400275af93, 2019-11-18 21:51:48 -0800, Manuel Freiberger, 4, 4, 8, LINK)"
22706,1,1,1,2,"(83ff640fa5026b8bd3cb9c2ceff9e99e8e03823a, 2018-10-04 18:46:53 -0700, Justin Lebar, 1, 1, 2, LINK)"
22741,1,3,3,6,"(94ab1a9e82fb7630b1aae44984d73968508dc917, 2018-10-16 14:44:33 -0700, Gunhan Gulsoy, 3, 3, 6, LINK)"
22750,2,70,59,129,"(76e7804409ccd76c7ce08e66eb739544cd5cda68, 2018-10-18 15:59:30 -0700, Tayo Oguntebi, 56, 45, 101, LINK), (1845bf763b4c1c54425d9bb8b1554db79759f567, 2018-10-17 13:03:04 -0700, Tayo Oguntebi, 14, 14, 28, LINK)"
22761,1,1,1,2,"(2502702e23e448dcef0fdd13d7e3049f6b5c9726, 2018-10-11 10:41:52 -0700, A. Unique TensorFlower, 1, 1, 2, LINK)"
22762,2,21,28,49,"(b41761c499a5081870b9da4a8ae73adc45df269a, 2018-10-14 11:28:53 +0800, Jason Zaman, 20, 26, 46, LINK), (c11b5458f81c143a0de6905d32cacd893ad2bcd7, 2018-10-14 13:46:59 +0800, Jason Zaman, 1, 2, 3, LINK)"
22793,1,14,12,26,"(775188c321335b1053fd1fb174efd607e5173d59, 2018-10-09 20:51:30 +0000, Yong Tang, 14, 12, 26, REGEX)"
228,2,28,2,30,"(e5928fc7d579c126ff7fd75e7178efde033af8a1, 2019-11-09 12:14:39 -0800, Manuel Freiberger, 14, 1, 15, LINK), (04de1c46b77b78930a4be6fd9ffac5a490234b53, 2019-11-09 12:14:39 -0800, Manuel Freiberger, 14, 1, 15, LINK)"
22819,1,238,84,322,"(3437098ba5b111817ef6ac5906d86934168704b7, 2018-10-12 15:26:01 -0700, Gunhan Gulsoy, 238, 84, 322, LINK)"
22853,1,29,4,33,"(aba365a8e13ca6a4cf4fccb60226995433849302, 2018-10-15 09:27:23 -0700, Allen Lavoie, 29, 4, 33, LINK)"
2289,1,38,4,42,"(a8c3de3bddf01b4b80c986b3bb81d2a1658be3c8, 2016-06-15 12:28:54 -0800, Derek Murray, 38, 4, 42, LINK)"
229,1,12,0,12,"(c902682b0ee21c7b91228df2bfe252ee14bc26ae, 2019-11-09 21:30:42 -0800, Mehdi Amini, 12, 0, 12, LINK)"
22925,1,44,40,84,"(8c072a519e2beed483adb361a9be934a47bee366, 2018-10-23 00:45:32 -0700, A. Unique TensorFlower, 44, 40, 84, LINK)"
2295,1,45,36,81,"(a33ebe0bfc0c6d0c617d48a71f6f5136be881041, 2016-07-18 13:56:52 -0800, Geoffrey Irving, 45, 36, 81, LINK)"
2296,1,26,17,43,"(4a80e9f59f2ac4b042537901f9396ac59febc851, 2017-02-03 23:41:12 +0500, Rizwan Asif, 26, 17, 43, LINK)"
